current_filename,full_path,old_filename,proposed_date,current_exif_date,directory,dir_year,file_modified,confidence,reasoning,date_differs,update_reason
IMG_20230101_000125.heic,/Volumes/photo-1/2023/2023/IMG_20230101_000125.heic,IMG20230101_000125.heic,2023-01-01 00:01:25,NONE,2023/2023,2023,2023-01-01T00:01:25.718000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230101_000128.heic,/Volumes/photo-1/2023/2023/IMG_20230101_000128.heic,IMG20230101_000128.heic,2023-01-01 00:01:28,NONE,2023/2023,2023,2023-01-01T00:01:28.934000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230101_000132.heic,/Volumes/photo-1/2023/2023/IMG_20230101_000132.heic,IMG20230101_000132.heic,2023-01-01 00:01:32,NONE,2023/2023,2023,2023-01-01T00:01:32.386000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230101_000151.heic,/Volumes/photo-1/2023/2023/IMG_20230101_000151.heic,IMG20230101_000151.heic,2023-01-01 00:01:51,NONE,2023/2023,2023,2023-01-01T00:01:51.398000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230101_000156.heic,/Volumes/photo-1/2023/2023/IMG_20230101_000156.heic,IMG20230101_000156.heic,2023-01-01 00:01:56,NONE,2023/2023,2023,2023-01-01T00:01:56.268000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230101_000554.heic,/Volumes/photo-1/2023/2023/IMG_20230101_000554.heic,IMG20230101_000554.heic,2023-01-01 00:05:54,NONE,2023/2023,2023,2023-01-01T00:05:54,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230101_000555.heic,/Volumes/photo-1/2023/2023/IMG_20230101_000555.heic,IMG20230101_000555.heic,2023-01-01 00:05:55,NONE,2023/2023,2023,2023-01-01T00:05:55.031000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230101_000557.heic,/Volumes/photo-1/2023/2023/IMG_20230101_000557.heic,IMG20230101_000557.heic,2023-01-01 00:05:57,NONE,2023/2023,2023,2023-01-01T00:05:57.752000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230101_000624.heic,/Volumes/photo-1/2023/2023/IMG_20230101_000624.heic,IMG20230101_000624.heic,2023-01-01 00:06:24,NONE,2023/2023,2023,2023-01-01T00:06:24.653000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230101_000627.heic,/Volumes/photo-1/2023/2023/IMG_20230101_000627.heic,IMG20230101_000627.heic,2023-01-01 00:06:27,NONE,2023/2023,2023,2023-01-01T00:06:27.838000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230101_000628.heic,/Volumes/photo-1/2023/2023/IMG_20230101_000628.heic,IMG20230101_000628.heic,2023-01-01 00:06:28,NONE,2023/2023,2023,2023-01-01T00:06:28.935000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230101_000629.heic,/Volumes/photo-1/2023/2023/IMG_20230101_000629.heic,IMG20230101_000629.heic,2023-01-01 00:06:29,NONE,2023/2023,2023,2023-01-01T00:06:29.809000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230101_103243.heic,/Volumes/photo-1/2023/2023/IMG_20230101_103243.heic,IMG20230101_103243.heic,2023-01-01 10:32:43,NONE,2023/2023,2023,2023-01-01T10:32:43.476000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230101_103250.heic,/Volumes/photo-1/2023/2023/IMG_20230101_103250.heic,IMG20230101_103250.heic,2023-01-01 10:32:50,NONE,2023/2023,2023,2023-01-01T10:32:50.320000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230101_103925.heic,/Volumes/photo-1/2023/2023/IMG_20230101_103925.heic,IMG20230101_103925.heic,2023-01-01 10:39:25,NONE,2023/2023,2023,2023-01-01T10:39:25.911000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230101_103936.heic,/Volumes/photo-1/2023/2023/IMG_20230101_103936.heic,IMG20230101_103936.heic,2023-01-01 10:39:36,NONE,2023/2023,2023,2023-01-01T10:39:36.128000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230101_103951.heic,/Volumes/photo-1/2023/2023/IMG_20230101_103951.heic,IMG20230101_103951.heic,2023-01-01 10:39:51,NONE,2023/2023,2023,2023-01-01T10:39:51.292000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230101_105305.heic,/Volumes/photo-1/2023/2023/IMG_20230101_105305.heic,IMG20230101_105305.heic,2023-01-01 10:53:05,NONE,2023/2023,2023,2023-01-01T10:53:05.680000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230101_105319.heic,/Volumes/photo-1/2023/2023/IMG_20230101_105319.heic,IMG20230101_105319.heic,2023-01-01 10:53:19,NONE,2023/2023,2023,2023-01-01T10:53:19.325000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230101_105320.heic,/Volumes/photo-1/2023/2023/IMG_20230101_105320.heic,IMG20230101_105320.heic,2023-01-01 10:53:20,NONE,2023/2023,2023,2023-01-01T10:53:20.232000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230101_105321.heic,/Volumes/photo-1/2023/2023/IMG_20230101_105321.heic,IMG20230101_105321.heic,2023-01-01 10:53:21,NONE,2023/2023,2023,2023-01-01T10:53:21.591000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230101_105323.heic,/Volumes/photo-1/2023/2023/IMG_20230101_105323.heic,IMG20230101_105323.heic,2023-01-01 10:53:23,NONE,2023/2023,2023,2023-01-01T10:53:23.937000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230101_105325.heic,/Volumes/photo-1/2023/2023/IMG_20230101_105325.heic,IMG20230101_105325.heic,2023-01-01 10:53:25,NONE,2023/2023,2023,2023-01-01T10:53:25.371000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230101_105327.heic,/Volumes/photo-1/2023/2023/IMG_20230101_105327.heic,IMG20230101_105327.heic,2023-01-01 10:53:27,NONE,2023/2023,2023,2023-01-01T10:53:27.358000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230101_105329.heic,/Volumes/photo-1/2023/2023/IMG_20230101_105329.heic,IMG20230101_105329.heic,2023-01-01 10:53:29,NONE,2023/2023,2023,2023-01-01T10:53:29.761000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230101_105331.heic,/Volumes/photo-1/2023/2023/IMG_20230101_105331.heic,IMG20230101_105331.heic,2023-01-01 10:53:31,NONE,2023/2023,2023,2023-01-01T10:53:31.342000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230101_105332.heic,/Volumes/photo-1/2023/2023/IMG_20230101_105332.heic,IMG20230101_105332.heic,2023-01-01 10:53:32,NONE,2023/2023,2023,2023-01-01T10:53:32.578000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230101_123501.heic,/Volumes/photo-1/2023/2023/IMG_20230101_123501.heic,IMG20230101_123501.heic,2023-01-01 12:35:01,NONE,2023/2023,2023,2023-01-01T12:35:01.019000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230101_123506.heic,/Volumes/photo-1/2023/2023/IMG_20230101_123506.heic,IMG20230101_123506.heic,2023-01-01 12:35:06,NONE,2023/2023,2023,2023-01-01T12:35:06.530000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230101_123509.heic,/Volumes/photo-1/2023/2023/IMG_20230101_123509.heic,IMG20230101_123509.heic,2023-01-01 12:35:09,NONE,2023/2023,2023,2023-01-01T12:35:09.966000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230101_180218.heic,/Volumes/photo-1/2023/2023/IMG_20230101_180218.heic,IMG20230101_180218.heic,2023-01-01 18:02:18,NONE,2023/2023,2023,2023-01-01T18:02:18.995000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230101_181946.heic,/Volumes/photo-1/2023/2023/IMG_20230101_181946.heic,IMG20230101_181946.heic,2023-01-01 18:19:46,NONE,2023/2023,2023,2023-01-01T18:19:46.921000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230101_191237.heic,/Volumes/photo-1/2023/2023/IMG_20230101_191237.heic,IMG20230101_191237.heic,2023-01-01 19:12:37,NONE,2023/2023,2023,2023-01-01T19:12:37.757000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230101_191244.heic,/Volumes/photo-1/2023/2023/IMG_20230101_191244.heic,IMG20230101_191244.heic,2023-01-01 19:12:44,NONE,2023/2023,2023,2023-01-01T19:12:44.044000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230101_191246.heic,/Volumes/photo-1/2023/2023/IMG_20230101_191246.heic,IMG20230101_191246.heic,2023-01-01 19:12:46,NONE,2023/2023,2023,2023-01-01T19:12:46.255000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230103_094819.heic,/Volumes/photo-1/2023/2023/IMG_20230103_094819.heic,IMG20230103_094819.heic,2023-01-03 09:48:19,NONE,2023/2023,2023,2023-01-03T09:48:19.352000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230103_163217.heic,/Volumes/photo-1/2023/2023/IMG_20230103_163217.heic,IMG20230103_163217.heic,2023-01-03 16:32:17,NONE,2023/2023,2023,2023-01-03T16:32:17.179000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230104_170432.heic,/Volumes/photo-1/2023/2023/IMG_20230104_170432.heic,IMG20230104_170432.heic,2023-01-04 17:04:32,NONE,2023/2023,2023,2023-01-04T17:04:32.386000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230104_191031.heic,/Volumes/photo-1/2023/2023/IMG_20230104_191031.heic,IMG20230104_191031.heic,2023-01-04 19:10:31,NONE,2023/2023,2023,2023-01-04T19:10:31.122000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230106_200119.heic,/Volumes/photo-1/2023/2023/IMG_20230106_200119.heic,IMG20230106_200119.heic,2023-01-06 20:01:19,NONE,2023/2023,2023,2023-01-06T20:01:19.590000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230106_200122.heic,/Volumes/photo-1/2023/2023/IMG_20230106_200122.heic,IMG20230106_200122.heic,2023-01-06 20:01:22,NONE,2023/2023,2023,2023-01-06T20:01:22.575000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230106_200129.heic,/Volumes/photo-1/2023/2023/IMG_20230106_200129.heic,IMG20230106_200129.heic,2023-01-06 20:01:29,NONE,2023/2023,2023,2023-01-06T20:01:29.767000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230106_200130.heic,/Volumes/photo-1/2023/2023/IMG_20230106_200130.heic,IMG20230106_200130.heic,2023-01-06 20:01:30,NONE,2023/2023,2023,2023-01-06T20:01:30.731000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230107_154722.heic,/Volumes/photo-1/2023/2023/IMG_20230107_154722.heic,IMG20230107_154722.heic,2023-01-07 15:47:22,NONE,2023/2023,2023,2023-01-07T15:47:22.078000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230107_184123.heic,/Volumes/photo-1/2023/2023/IMG_20230107_184123.heic,IMG20230107_184123.heic,2023-01-07 18:41:23,NONE,2023/2023,2023,2023-01-07T18:41:23.843000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230107_200327.heic,/Volumes/photo-1/2023/2023/IMG_20230107_200327.heic,IMG20230107_200327.heic,2023-01-07 20:03:27,NONE,2023/2023,2023,2023-01-07T20:03:27.670000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230107_200334.heic,/Volumes/photo-1/2023/2023/IMG_20230107_200334.heic,IMG20230107_200334.heic,2023-01-07 20:03:34,NONE,2023/2023,2023,2023-01-07T20:03:34.673000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230108_123432.heic,/Volumes/photo-1/2023/2023/IMG_20230108_123432.heic,IMG20230108_123432.heic,2023-01-08 12:34:32,NONE,2023/2023,2023,2023-01-08T12:34:32.101000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230108_123437.heic,/Volumes/photo-1/2023/2023/IMG_20230108_123437.heic,IMG20230108_123437.heic,2023-01-08 12:34:37,NONE,2023/2023,2023,2023-01-08T12:34:37.863000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230108_123440.heic,/Volumes/photo-1/2023/2023/IMG_20230108_123440.heic,IMG20230108_123440.heic,2023-01-08 12:34:40,NONE,2023/2023,2023,2023-01-08T12:34:40.288000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230108_123441.heic,/Volumes/photo-1/2023/2023/IMG_20230108_123441.heic,IMG20230108_123441.heic,2023-01-08 12:34:41,NONE,2023/2023,2023,2023-01-08T12:34:41.141000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230108_123442.heic,/Volumes/photo-1/2023/2023/IMG_20230108_123442.heic,IMG20230108_123442.heic,2023-01-08 12:34:42,NONE,2023/2023,2023,2023-01-08T12:34:42.955000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230108_123448.heic,/Volumes/photo-1/2023/2023/IMG_20230108_123448.heic,IMG20230108_123448.heic,2023-01-08 12:34:48,NONE,2023/2023,2023,2023-01-08T12:34:48.353000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230108_123449.heic,/Volumes/photo-1/2023/2023/IMG_20230108_123449.heic,IMG20230108_123449.heic,2023-01-08 12:34:49,NONE,2023/2023,2023,2023-01-08T12:34:49.834000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230108_123809.heic,/Volumes/photo-1/2023/2023/IMG_20230108_123809.heic,IMG20230108_123809.heic,2023-01-08 12:38:09,NONE,2023/2023,2023,2023-01-08T12:38:09.553000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230108_123812.heic,/Volumes/photo-1/2023/2023/IMG_20230108_123812.heic,IMG20230108_123812.heic,2023-01-08 12:38:12,NONE,2023/2023,2023,2023-01-08T12:38:12.086000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230108_123820.heic,/Volumes/photo-1/2023/2023/IMG_20230108_123820.heic,IMG20230108_123820.heic,2023-01-08 12:38:20,NONE,2023/2023,2023,2023-01-08T12:38:20.512000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230108_123828.heic,/Volumes/photo-1/2023/2023/IMG_20230108_123828.heic,IMG20230108_123828.heic,2023-01-08 12:38:28,NONE,2023/2023,2023,2023-01-08T12:38:28.882000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230108_123855.heic,/Volumes/photo-1/2023/2023/IMG_20230108_123855.heic,IMG20230108_123855.heic,2023-01-08 12:38:55,NONE,2023/2023,2023,2023-01-08T12:38:55.223000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230108_123856.heic,/Volumes/photo-1/2023/2023/IMG_20230108_123856.heic,IMG20230108_123856.heic,2023-01-08 12:38:56,NONE,2023/2023,2023,2023-01-08T12:38:56.439000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230108_123859.heic,/Volumes/photo-1/2023/2023/IMG_20230108_123859.heic,IMG20230108_123859.heic,2023-01-08 12:38:59,NONE,2023/2023,2023,2023-01-08T12:38:59.669000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230108_123900.heic,/Volumes/photo-1/2023/2023/IMG_20230108_123900.heic,IMG20230108_123900.heic,2023-01-08 12:39:00,NONE,2023/2023,2023,2023-01-08T12:39:00.792000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230108_123906.heic,/Volumes/photo-1/2023/2023/IMG_20230108_123906.heic,IMG20230108_123906.heic,2023-01-08 12:39:06,NONE,2023/2023,2023,2023-01-08T12:39:06.936000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230108_123908.heic,/Volumes/photo-1/2023/2023/IMG_20230108_123908.heic,IMG20230108_123908.heic,2023-01-08 12:39:08,NONE,2023/2023,2023,2023-01-08T12:39:08.715000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230108_123909.heic,/Volumes/photo-1/2023/2023/IMG_20230108_123909.heic,IMG20230108_123909.heic,2023-01-08 12:39:09,NONE,2023/2023,2023,2023-01-08T12:39:09.948000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230108_123911.heic,/Volumes/photo-1/2023/2023/IMG_20230108_123911.heic,IMG20230108_123911.heic,2023-01-08 12:39:11,NONE,2023/2023,2023,2023-01-08T12:39:11.300000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230108_123915.heic,/Volumes/photo-1/2023/2023/IMG_20230108_123915.heic,IMG20230108_123915.heic,2023-01-08 12:39:15,NONE,2023/2023,2023,2023-01-08T12:39:15.731000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230108_123916.heic,/Volumes/photo-1/2023/2023/IMG_20230108_123916.heic,IMG20230108_123916.heic,2023-01-08 12:39:16,NONE,2023/2023,2023,2023-01-08T12:39:16.330000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230108_123917.heic,/Volumes/photo-1/2023/2023/IMG_20230108_123917.heic,IMG20230108_123917.heic,2023-01-08 12:39:17,NONE,2023/2023,2023,2023-01-08T12:39:17.784000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230108_123919.heic,/Volumes/photo-1/2023/2023/IMG_20230108_123919.heic,IMG20230108_123919.heic,2023-01-08 12:39:19,NONE,2023/2023,2023,2023-01-08T12:39:19.854000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230108_123926.heic,/Volumes/photo-1/2023/2023/IMG_20230108_123926.heic,IMG20230108_123926.heic,2023-01-08 12:39:26,NONE,2023/2023,2023,2023-01-08T12:39:26.476000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230108_123934.heic,/Volumes/photo-1/2023/2023/IMG_20230108_123934.heic,IMG20230108_123934.heic,2023-01-08 12:39:34,NONE,2023/2023,2023,2023-01-08T12:39:34.090000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230108_123935.heic,/Volumes/photo-1/2023/2023/IMG_20230108_123935.heic,IMG20230108_123935.heic,2023-01-08 12:39:35,NONE,2023/2023,2023,2023-01-08T12:39:35.747000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230108_123940.heic,/Volumes/photo-1/2023/2023/IMG_20230108_123940.heic,IMG20230108_123940.heic,2023-01-08 12:39:40,NONE,2023/2023,2023,2023-01-08T12:39:40.828000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230108_123941.heic,/Volumes/photo-1/2023/2023/IMG_20230108_123941.heic,IMG20230108_123941.heic,2023-01-08 12:39:41,NONE,2023/2023,2023,2023-01-08T12:39:41.954000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230108_123942.heic,/Volumes/photo-1/2023/2023/IMG_20230108_123942.heic,IMG20230108_123942.heic,2023-01-08 12:39:42,NONE,2023/2023,2023,2023-01-08T12:39:42.618000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230108_123945.heic,/Volumes/photo-1/2023/2023/IMG_20230108_123945.heic,IMG20230108_123945.heic,2023-01-08 12:39:45,NONE,2023/2023,2023,2023-01-08T12:39:45.746000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230108_123951.heic,/Volumes/photo-1/2023/2023/IMG_20230108_123951.heic,IMG20230108_123951.heic,2023-01-08 12:39:51,NONE,2023/2023,2023,2023-01-08T12:39:51,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230108_123955.heic,/Volumes/photo-1/2023/2023/IMG_20230108_123955.heic,IMG20230108_123955.heic,2023-01-08 12:39:55,NONE,2023/2023,2023,2023-01-08T12:39:55.590000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230108_123958.heic,/Volumes/photo-1/2023/2023/IMG_20230108_123958.heic,IMG20230108_123958.heic,2023-01-08 12:39:58,NONE,2023/2023,2023,2023-01-08T12:39:58.020000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230108_124007.heic,/Volumes/photo-1/2023/2023/IMG_20230108_124007.heic,IMG20230108_124007.heic,2023-01-08 12:40:07,NONE,2023/2023,2023,2023-01-08T12:40:07.560000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230108_124012.heic,/Volumes/photo-1/2023/2023/IMG_20230108_124012.heic,IMG20230108_124012.heic,2023-01-08 12:40:12,NONE,2023/2023,2023,2023-01-08T12:40:12.613000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230108_124028.heic,/Volumes/photo-1/2023/2023/IMG_20230108_124028.heic,IMG20230108_124028.heic,2023-01-08 12:40:28,NONE,2023/2023,2023,2023-01-08T12:40:28.309000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230108_124031.heic,/Volumes/photo-1/2023/2023/IMG_20230108_124031.heic,IMG20230108_124031.heic,2023-01-08 12:40:31,NONE,2023/2023,2023,2023-01-08T12:40:31.457000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230108_124040.heic,/Volumes/photo-1/2023/2023/IMG_20230108_124040.heic,IMG20230108_124040.heic,2023-01-08 12:40:40,NONE,2023/2023,2023,2023-01-08T12:40:40,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
IMG_20230108_124040_1.heic,/Volumes/photo-1/2023/2023/IMG_20230108_124040_1.heic,IMG_20230108_124040.HEIC,2023-01-08 12:40:40,NONE,2023/2023,2023,2023-01-08T12:40:40.963000,HIGH,Old filename year (2023) matches directory (2023); Old filename date matches File Modified date; Directory year (2023) matches File Modified year,YES,No EXIF data
